西安-西安-西安	碑林/未央/高新/莲湖/新城/雁塔
成都-锦江-水碾河	九眼桥/书院街/合江亭/红星路/莲桂路/龙舟路
成都-锦江-柳江	龙舟路/莲桂路/牛沙路/东光/九眼桥/海椒市
成都-锦江-沙河	狮子山/双桂路/成龙路/牛市口/东光/海椒市
成都-锦江-双桂路	沙河/狮子山/成龙路/牛市口/东光/海椒市
成都-锦江-成龙路	双桂路/沙河/狮子山/牛市口/东光/海椒市
成都-锦江-川师	成仁路/盐市口/新南门/合江亭/春熙路/柳江
成都-锦江-龙舟路	牛沙路/莲桂路/海椒市/九眼桥/柳江/东光
成都-锦江-牛市口	海椒市/东光/牛沙路/成龙路/龙舟路/双桂路
成都-锦江-牛王庙	三圣/狮子山/沙河/双桂路/成龙路/牛市口
成都-锦江-春熙路	新南门/红星路/合江亭/书院街/盐市口/水碾河
成都-锦江-新南门	春熙路/盐市口/合江亭/红星路/书院街/水碾河
成都-锦江-狮子山	沙河/双桂路/成龙路/牛市口/东光/三圣
成都-锦江-东光	海椒市/牛市口/龙舟路/牛沙路/莲桂路/柳江
成都-锦江-牛沙路	龙舟路/莲桂路/海椒市/东光/九眼桥/柳江
成都-锦江-九眼桥	水碾河/莲桂路/龙舟路/牛沙路/书院街/合江亭
成都-锦江-三圣	牛王庙/狮子山/沙河/双桂路/成龙路/牛市口
成都-锦江-红星路	书院街/合江亭/春熙路/水碾河/新南门/九眼桥
成都-锦江-合江亭	书院街/红星路/春熙路/水碾河/新南门/九眼桥
成都-锦江-成仁路	川师/盐市口/新南门/合江亭/春熙路/柳江
成都-锦江-莲桂路	龙舟路/牛沙路/九眼桥/海椒市/水碾河/柳江
成都-锦江-盐市口	新南门/春熙路/红星路/合江亭/书院街/水碾河
成都-锦江-海椒市	牛沙路/牛市口/龙舟路/莲桂路/东光/九眼桥
成都-锦江-滨江路	川师/成仁路/盐市口/新南门/春熙路/合江亭
成都-都江堰-石羊	翠月湖/柳街/中兴/幸福/安龙/聚源
成都-都江堰-大观	青城山/玉堂/安龙/紫坪铺/中兴/龙池
成都-都江堰-灌口	幸福/中兴/翠月湖/玉堂/石羊/聚源
成都-都江堰-天马	崇义/胥家/蒲阳/聚源/柳街/石羊
成都-都江堰-安龙	翠月湖/中兴/石羊/大观/玉堂/幸福
成都-都江堰-中兴	翠月湖/幸福/灌口/玉堂/石羊/安龙
成都-都江堰-翠月湖	中兴/石羊/幸福/灌口/安龙/柳街
成都-都江堰-紫坪铺	玉堂/青城山/大观/龙池/中兴/灌口
成都-都江堰-胥家	蒲阳/聚源/崇义/柳街/幸福/石羊
成都-都江堰-龙池	青城山/紫坪铺/大观/玉堂/中兴/安龙
成都-都江堰-聚源	胥家/蒲阳/石羊/柳街/幸福/翠月湖
成都-都江堰-柳街	石羊/翠月湖/聚源/中兴/安龙/幸福
成都-都江堰-蒲阳	胥家/聚源/幸福/灌口/崇义/翠月湖
成都-都江堰-崇义	天马/胥家/聚源/蒲阳/柳街/石羊
成都-都江堰-玉堂	紫坪铺/中兴/灌口/幸福/翠月湖/大观
成都-都江堰-青城山	大观/紫坪铺/龙池/玉堂/安龙/中兴
成都-都江堰-幸福	灌口/中兴/翠月湖/玉堂/石羊/聚源
成都-国家高新技术产业开发区-创业路	神仙树/紫荆/芳草街/南延线
成都-国家高新技术产业开发区-南延线	芳草街/紫荆/神仙树/创业路
成都-国家高新技术产业开发区-芳草街	紫荆/神仙树/创业路/南延线
成都-国家高新技术产业开发区-紫荆	芳草街/神仙树/创业路/南延线
成都-国家高新技术产业开发区-神仙树	紫荆/芳草街/创业路/南延线
成都-新津-普兴	金华/花源/花桥/邓双/兴义/五津
成都-新津-金华	普兴/花源/花桥/邓双/五津/兴义
成都-新津-花桥	邓双/花源/金华/兴义/五津/普兴
成都-新津-五津	兴义/新平/邓双/永商/花桥/安西
成都-新津-方兴	安西/新平/永商/五津/兴义/邓双
成都-新津-兴义	五津/邓双/新平/永商/花桥/安西
成都-新津-新平	永商/五津/兴义/安西/邓双/方兴
成都-新津-邓双	花桥/五津/兴义/新平/永商/金华
成都-新津-安西	方兴/新平/永商/五津/兴义/邓双
成都-新津-花源	普兴/金华/花桥/邓双/兴义/五津
成都-新津-永商	新平/五津/兴义/安西/邓双/方兴
成都-新都-清流	龙桥/斑竹园/大丰/新民/石板滩/马家
成都-新都-马家	三河/军屯/新繁/新民/新都/大丰
成都-新都-新民	马家/斑竹园/三河/大丰/军屯/清流
成都-新都-龙桥	清流/斑竹园/石板滩/大丰/新民/马家
成都-新都-三河	马家/新繁/新都/军屯/新民/大丰
成都-新都-斑竹园	大丰/龙桥/清流/新民/石板滩/马家
成都-新都-大丰	斑竹园/石板滩/龙桥/新民/清流/马家
成都-新都-石板滩	大丰/龙桥/斑竹园/清流/新民/三河
成都-新都-军屯	新繁/新都/马家/三河/新民/木兰
成都-新都-新繁	新都/军屯/三河/马家/木兰/新民
成都-新都-新都	新繁/军屯/三河/马家/木兰/泰兴
成都-新都-木兰	泰兴/新都/新繁/军屯/三河/马家
成都-新都-泰兴	木兰/新都/新繁/军屯/三河/马家
成都-武侯-跳伞塔	小天竺/火车南站/磨子桥/航空路/桂溪/桐梓林
成都-武侯-小天竺	跳伞塔/桐梓林/火车南站/玉林/浆洗街/磨子桥
成都-武侯-火车南站	跳伞塔/小天竺/桐梓林/航空路/桂溪/磨子桥
成都-武侯-致民路	望江路/桂溪/磨子桥/航空路/跳伞塔/火车南站
成都-武侯-簇桥	机投镇/五大花园/清水河/外双楠/红牌楼/内双楠
成都-武侯-内双楠	红牌楼/外双楠/石羊/高升桥/肖家河/武侯祠大街
成都-武侯-石羊	肖家河/高升桥/红牌楼/内双楠/外双楠/武侯祠大街
成都-武侯-望江路	致民路/桂溪/磨子桥/航空路/跳伞塔/火车南站
成都-武侯-航空路	桂溪/磨子桥/跳伞塔/火车南站/小天竺/致民路
成都-武侯-武侯祠大街	洗面桥/肖家河/高升桥/浆洗街/玉林/桐梓林
成都-武侯-桂溪	航空路/磨子桥/跳伞塔/火车南站/致民路/小天竺
成都-武侯-清水河	机投镇/五大花园/簇桥/外双楠/内双楠/红牌楼
成都-武侯-磨子桥	桂溪/航空路/跳伞塔/火车南站/小天竺/致民路
成都-武侯-高升桥	肖家河/武侯祠大街/石羊/洗面桥/内双楠/浆洗街
成都-武侯-五大花园	机投镇/簇桥/清水河/外双楠/内双楠/红牌楼
成都-武侯-玉林	桐梓林/浆洗街/洗面桥/小天竺/武侯祠大街/火车南站
成都-武侯-桐梓林	玉林/小天竺/火车南站/浆洗街/跳伞塔/洗面桥
成都-武侯-金花镇	望江路/致民路/磨子桥/桂溪/航空路/跳伞塔
成都-武侯-红牌楼	内双楠/外双楠/石羊/高升桥/肖家河/武侯祠大街
成都-武侯-肖家河	高升桥/武侯祠大街/石羊/洗面桥/浆洗街/玉林
成都-武侯-洗面桥	浆洗街/武侯祠大街/玉林/桐梓林/肖家河/高升桥
成都-武侯-浆洗街	洗面桥/玉林/武侯祠大街/桐梓林/小天竺/跳伞塔
成都-武侯-外双楠	内双楠/红牌楼/石羊/高升桥/肖家河/五大花园
成都-武侯-机投镇	簇桥/五大花园/清水河/外双楠/红牌楼/内双楠
成都-龙泉驿-大面	龙泉/同安/十陵/洪河
成都-龙泉驿-洪河	十陵/大面/龙泉/同安
成都-龙泉驿-同安	龙泉/大面/十陵/洪河
成都-龙泉驿-十陵	洪河/大面/龙泉/同安
成都-龙泉驿-龙泉	大面/同安/十陵/洪河
成都-青羊-苏坡	贝森/西南财大/光华/府南新区/金沙/浣花小区
成都-青羊-光华	西南财大/金沙/府南新区/浣花小区/草堂/贝森
成都-青羊-贝森	西南财大/光华/苏坡/府南新区/金沙/浣花小区
成都-青羊-太升路	草市街/天府广场/长顺街/八宝街/东坡/人民公园
成都-青羊-白果林	顺城街/文家/苏坡/贝森/西南财大/光华
成都-青羊-长顺街	天府广场/八宝街/东坡/人民公园/新华西路/草市街
成都-青羊-新华西路	东坡/人民公园/八宝街/长顺街/中医附院/黄田坝
成都-青羊-八宝街	东坡/长顺街/天府广场/人民公园/新华西路/草市街
成都-青羊-黄田坝	中医附院/青羊小区/百花中心站/新华西路/人民公园/草堂
成都-青羊-西南财大	光华/金沙/府南新区/浣花小区/草堂/贝森
成都-青羊-草堂	浣花小区/金沙/府南新区/百花中心站/光华/青羊小区
成都-青羊-青羊小区	中医附院/黄田坝/百花中心站/新华西路/草堂/人民公园
成都-青羊-东坡	八宝街/人民公园/长顺街/新华西路/天府广场/黄田坝
成都-青羊-浣花小区	金沙/光华/草堂/府南新区/西南财大/百花中心站
成都-青羊-天府广场	长顺街/八宝街/东坡/人民公园/新华西路/草市街
成都-青羊-金沙	府南新区/光华/浣花小区/西南财大/草堂/百花中心站
成都-青羊-府南新区	金沙/光华/西南财大/浣花小区/草堂/百花中心站
成都-青羊-中医附院	青羊小区/黄田坝/百花中心站/新华西路/人民公园/草堂
成都-青羊-文家	顺城街/苏坡/贝森/西南财大/光华/府南新区
成都-青羊-百花中心站	黄田坝/中医附院/青羊小区/草堂/新华西路/人民公园
成都-青羊-草市街	太升路/天府广场/长顺街/八宝街/东坡/人民公园
成都-青羊-人民公园	东坡/八宝街/新华西路/长顺街/天府广场/黄田坝
成都-青羊-顺城街	文家/苏坡/贝森/西南财大/光华/府南新区
成都-崇州-隆兴	白头/道明/桤泉/元通/王场/观胜
成都-崇州-三郎	怀远/街子/王场/道明/白头/万家
成都-崇州-梓潼	廖家/崇平/崇阳/观胜/羊马/大划
成都-崇州-怀远	三郎/街子/王场/道明/万家/白头
成都-崇州-万家	怀远/三郎/街子/王场/道明/白头
成都-崇州-廖家	梓潼/崇平/崇阳/观胜/羊马/大划
成都-崇州-大划	羊马/崇平/三江/江源/廖家/崇阳
成都-崇州-道明	白头/王场/元通/隆兴/街子/观胜
成都-崇州-王场	道明/白头/隆兴/元通/街子/三郎
成都-崇州-街子	三郎/怀远/王场/道明/元通/白头
成都-崇州-崇平	廖家/梓潼/崇阳/羊马/大划/观胜
成都-崇州-观胜	梓潼/崇阳/廖家/元通/桤泉/崇平
成都-崇州-元通	白头/道明/隆兴/观胜/王场/桤泉
成都-崇州-崇阳	廖家/崇平/桤泉/梓潼/观胜/大划
成都-崇州-桤泉	崇阳/隆兴/观胜/廖家/白头/元通
成都-崇州-白头	隆兴/道明/元通/王场/桤泉/观胜
成都-崇州-羊马	大划/崇平/江源/三江/廖家/梓潼
成都-崇州-江源	三江/羊马/大划/崇平/廖家/梓潼
成都-崇州-三江	江源/大划/羊马/崇平/廖家/崇阳
成都-邛崃-桑园	天台山/临邛/卧龙/宝林/前进/平乐
成都-邛崃-卧龙	天台山/桑园/临邛/宝林/平乐/前进
成都-邛崃-夹关	火井/高何/临济/水口/平乐/卧龙
成都-邛崃-天台山	临邛/桑园/宝林/卧龙/前进/固驿
成都-邛崃-临济	水口/平乐/火井/夹关/卧龙/高何
成都-邛崃-宝林	临邛/前进/天台山/桑园/固驿/卧龙
成都-邛崃-前进	宝林/固驿/临邛/天台山/桑园/高埂
成都-邛崃-羊安	回龙/牟礼/冉义/高埂/固驿/前进
成都-邛崃-临邛	天台山/桑园/宝林/卧龙/前进/固驿
成都-邛崃-水口	平乐/临济/火井/夹关/卧龙/高何
成都-邛崃-回龙	牟礼/羊安/冉义/高埂/固驿/前进
成都-邛崃-高埂	冉义/固驿/牟礼/回龙/羊安/前进
成都-邛崃-平乐	水口/临济/卧龙/火井/夹关/桑园
成都-邛崃-冉义	牟礼/高埂/羊安/回龙/固驿/前进
成都-邛崃-高何	夹关/火井/临济/水口/平乐/卧龙
成都-邛崃-固驿	高埂/前进/冉义/宝林/牟礼/回龙
成都-邛崃-牟礼	回龙/冉义/羊安/高埂/固驿/前进
成都-邛崃-火井	夹关/临济/水口/高何/平乐/卧龙
成都-蒲江-大塘	成佳/甘溪/大兴/朝阳湖/西来/鹤山
成都-蒲江-朝阳湖	大兴/鹤山/西来/成佳/大塘/甘溪
成都-蒲江-成佳	大塘/甘溪/大兴/朝阳湖/鹤山/西来
成都-蒲江-甘溪	大塘/成佳/大兴/朝阳湖/西来/鹤山
成都-蒲江-西来	鹤山/朝阳湖/大兴/寿安/大塘/成佳
成都-蒲江-大兴	朝阳湖/大塘/成佳/甘溪/西来/鹤山
成都-蒲江-寿安	鹤山/西来/朝阳湖/大兴/大塘/成佳
成都-蒲江-鹤山	西来/朝阳湖/大兴/寿安/大塘/成佳
长春-经开-临河街	中东大市场/世纪大街/东广场
长春-经开-世纪大街	中东大市场/临河街/东广场
长春-经开-东广场	临河街/中东大市场/世纪大街
长春-经开-中东大市场	世纪大街/临河街/东广场
长春-净月-净月大学城	枫叶路/彩宇大街
长春-净月-枫叶路	净月大学城/彩宇大街
长春-净月-彩宇大街	净月大学城/枫叶路
长春-高新-硅谷广场	光谷大街
长春-高新-光谷大街	硅谷广场
长春-南关区-长通路	东大桥/桃源/东天街/三道街/新春/大马路
长春-南关区-东天街	东大桥/桃源/长通路/三道街/全安/永吉
长春-南关区-文昌路	动植物公园/磐石/曙光路/岳阳街/体育场/平阳街
长春-南关区-民康路	四道街/树勋街/人民广场东/自强街/平治街/平阳街
长春-南关区-南关客运站	珲春街/南街/大经路/永吉/西四道街/通化路
长春-南关区-上海路	西五/三马路/自强街/平治街/人民广场东/新春
长春-南关区-南街	大经路/大马路/二马路/西四道街/南关客运站/三道街
长春-南关区-磐石	文昌路/鸿城/动植物公园/亚泰大街/体育场/净水路
长春-南关区-净水路	鸿城/卫星路/东岭南街/磐石/亚泰大街/南岭
长春-南关区-四道街	民康路/自强街/树勋街/平治街/人民广场东/平阳街
长春-南关区-树勋街	民康路/四道街/平阳街/曙光路/岳阳街/通化路
长春-南关区-体育场	亚泰大街/南岭/动植物公园/南关客运站/珲春街/永吉
长春-南关区-二马路	大马路/新春/南街/三马路/大经路/西四道街
长春-南关区-隆礼路	解放大路/岳阳街/树勋街/民康路/曙光路/文昌路
长春-南关区-鸿城	净水路/东岭南街/磐石/亚泰大街/卫星路/南岭
长春-南关区-东南湖大路	临河/自由大路/东岭街/东岭南街/东天街/南岭
长春-南关区-东岭南街	鸿城/亚泰大街/南岭/净水路/东岭街/体育场
长春-南关区-西五	新春/三马路/二马路/大马路/上海路/大经路
长春-南关区-永吉	全安/南关客运站/三道街/南街/南岭/体育场
长春-南关区-平治街	自强街/西四道街/四道街/人民广场东/民康路/大经路
长春-南关区-曙光路	平阳街/通化路/珲春街/树勋街/动植物公园/四道街
长春-南关区-东大桥	长通路/桃源/东天街/三道街/全安/新春
长春-南关区-大马路	二马路/新春/南街/大经路/三马路/西四道街
长春-南关区-净月镇	东南湖大路/临河/自由大路/东岭街/东天街/东岭南街
长春-南关区-动植物公园	文昌路/曙光路/平阳街/通化路/珲春街/体育场
长春-南关区-自由大路	临河/东岭街/东岭南街/南岭/东天街/全安
长春-南关区-三马路	二马路/新春/西五/大马路/大经路/西四道街
长春-南关区-平阳街	曙光路/通化路/珲春街/树勋街/四道街/民康路
长春-南关区-临河	自由大路/东岭街/东岭南街/南岭/净水路/亚泰大街
长春-南关区-全安	永吉/三道街/南关客运站/南街/南岭/桃源
长春-南关区-幸福街	雕塑公园/明珠/人民大街/隆礼路/磐石/文昌路
长春-南关区-岳阳街	树勋街/曙光路/平阳街/民康路/动植物公园/通化路
长春-南关区-三道街	全安/南街/大马路/永吉/二马路/大经路
长春-南关区-新春	二马路/大马路/西五/三马路/南街/大经路
长春-南关区-亚泰大街	体育场/南岭/东岭南街/鸿城/永吉/动植物公园
长春-南关区-卫星路	净水路/鸿城/东岭南街/磐石/亚泰大街/明珠
长春-南关区-东岭街	南岭/全安/永吉/东岭南街/亚泰大街/体育场
长春-南关区-明珠	雕塑公园/人民大街/磐石/卫星路/文昌路/鸿城
长春-南关区-大经路	西四道街/南街/大马路/二马路/三马路/平治街
长春-南关区-自强街	平治街/人民广场东/四道街/民康路/西四道街/三马路
长春-南关区-桃源	东大桥/长通路/东天街/三道街/全安/永吉
长春-南关区-西四道街	大经路/南街/平治街/三马路/二马路/大马路
长春-南关区-人民大街	明珠/雕塑公园/磐石/文昌路/动植物公园/卫星路
长春-南关区-解放大路	隆礼路/岳阳街/树勋街/民康路/清明街/人民广场东
长春-南关区-人民广场东	自强街/民康路/清明街/四道街/平治街/树勋街
长春-南关区-南岭	亚泰大街/体育场/东岭街/东岭南街/永吉/全安
长春-南关区-雕塑公园	明珠/人民大街/卫星路/磐石/净水路/幸福街
长春-南关区-珲春街	通化路/平阳街/曙光路/南关客运站/四道街/树勋街
长春-南关区-通化路	平阳街/珲春街/曙光路/树勋街/四道街/南关客运站
长春-南关区-清明街	人民广场东/自强街/民康路/上海路/平治街/四道街
长春-二道区-吉林	荣光/和顺/东站/东盛/万通/远达
长春-二道区-荣光	吉林/和顺/东站/东盛/八里堡/远达
长春-二道区-八里堡	远达/东站/和顺/东盛/荣光/万通
长春-二道区-东方广场	万通/东盛/远达/八里堡/和顺/东站
长春-二道区-东站	和顺/远达/荣光/八里堡/东盛/吉林
